ID,Engagement Type,Company Name,Solution Engineer,Created,Core Platform,Challenge / Pain,TechWin Requirements,Integrations,DocAutomation,Mobile,In Person or Remote,With Partner?,RPA,Seller,Is Professional Services
628,Demo Request,NextSense,Chris Ben,44684.64959,Nintex Workflow Cloud,Bree has taken them through Promapp and they have shown a renewed interest in automation,"automate process from promapp, Docgen, Esign",,TRUE,TRUE,Remote,FALSE,FALSE,Ian Newark,FALSE
627,Discovery & Qualification Assistance,Stockland group,Bree Barsanti,44684.00264, Promapp,,,,,,Remote,FALSE,,Jesse Fallowfield,
626,Discovery & Qualification Assistance,CCIQ,Barry Cairns,44683.75596, Drawloop (DocGen for Salesforce),,,,,,Remote,FALSE,,Alex Jones,
625,Demo Request,Life Care,Chris Ellis,44683.75091,Nintex Workflow Cloud,"A lot back office processes are still manual and paper-based ie CapEx Request, Employee Onboarding
They are an aged care facility and have been heavily affected by COVID due to close contact restrictions with workers and agency workers. Keen to explore how they can easily automate these easily and streamline their back-office processes. 

They have used Nintex in the past - they had a licence back in 2014.

24th of May earmarked for the demo.

Quite a standard Nintex use case here.","- CapEx Request as the use case
- They are going to send over a pdf of the form for us to demo
- General back-office automations 
- Leverage the Nintex Workflow gallery - already showed them this and they really liked it",Sharepoint - he needs to check what version,FALSE,FALSE,,FALSE,FALSE,Rufus OBrien,FALSE
624,Discovery & Qualification Assistance,AIP,Barry Cairns,44682.9441, Nintex Workflow Cloud,,,,,,,FALSE,,Ian Newark,
623,Demo Request,Wasteflex,Chris Ben,44682.88086,Nintex RPA,"Looking to automate accounts payable, have sent through a lot of detail with video's, screenshots and pdfs","Show case NWC and RPA to work through Invoice process, not sure if Kryon would be a better fit, need to discuss this the engineer to discuss further",Custom Management system,FALSE,FALSE,,FALSE,TRUE,Raffaele Malvaso,FALSE
622,Discovery & Qualification Assistance,Western Bay of Plenty District COuncil,Chris Ben,44679.88427, Nintex Workflow Cloud,,,,,,Remote,FALSE,,John Forsdick,
621,Demo Request,Pharmacy Guild of Australia,Bree Barsanti,44679.78637,Promapp,"- PGA are looking for a platform to automate, streamline and consolidate their policies and procedures as they are currently stored statically on a SharePoint intranet
- Issues with document management, there are no notifications or processes in place to update policies
- They have been given recommendation part of an audit to look at using a Process Management system to avoid non-conformity in their future audits
-at the moment policies are not being updated, and therefore there is a lack of awareness around their current processes, they need to get on the front foot of this issue.",Promapp with Risk & Compliance,,FALSE,FALSE,Remote,FALSE,FALSE,Ian Newark,FALSE
620,Demo Request,Green leaves Early Learning,Thomas Kohlenbach,44678.94082,Promapp,"IT and ops want to lead users to access business processes to manage/retain knowledge assets as they grow (currently have 46 sites nationally and plans for 20 more in the next 12-24 months).


National Ops /QA manager has requested promapp demo using a documenting a policy example below:

Please see below a summary of steps of the policy review process: 
1.	According to the policy review schedule; the policies have a review date, divided up over a 12 month period;
2.	The policies were being shared on StoryPark to educators and families for a 2 week period; where they are invited to provide feedback and input;
3.	After the review period; I would consider feedback and input; and make relevant changes to the draft policy;
4.	The draft policy discussed at the Policy Review Committee (4 members) – where editing; language and changes were made or accepted;
5.	The policy moved to a final copy; and shared on StoryPark for educators and families.
6.	The final policy placed onto the Hub for all Centres to access.","1. Embed promapp into Existing intranet Shpt and SFDC (just rolled out)
2.  Managing SOP and legislation variation requirements in each region
3. convert process into workflow (generator) for IT to manage",Embed process into intranet. Also Interested in Automation of manual data captured for Reward and Recognition tracker - Process approvals are controlled manually. Time consuming and unreliable to prevent uncontrolled changes.,FALSE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
619,Demo Request,NSW Department of Natural Resources Access Regulator,Bree Barsanti,44678.85707,Nintex Workflow Cloud,"these guys run investigations on water and resources breach and its a very manual process to collect information to support a case. they want a workflow solution to streamline this and reduce potential errors and provide more governance on the way they collect and manage this information. 


we have a real process and Bree is helping with this as there is a Promapp opp as well supporting the project. but they need NWC too and we want to do a custom demo",,"SharePoint, O365",TRUE,TRUE,Remote,FALSE,FALSE,Jesse Fallowfield,FALSE
618,Discovery & Qualification Assistance,Woden Community Service,Bree Barsanti,44678.81858, Promapp,,,,,,Remote,FALSE,,Ian Newark,
617,Discovery & Qualification Assistance,Queensland Revenue Office,Bree Barsanti,44677.88014, Promapp,,,,,,Remote,FALSE,,Fab Allen,
616,Demo Request,NextSense,Thomas Kohlenbach,44677.74216,Promapp,,"Currently processes are mapped in a very manual way. The organisation has a commitment to improve processes but many of the stake holders are adverse to rapid change. Steve feels that Promapp provides are gentle on ramp to automation.

He has requested we show promapp with the natural move to automation with NWC, rough 80/20 split.",,FALSE,FALSE,Remote,FALSE,FALSE,Ian Newark,FALSE
615,Demo Request,AB Equipment,Bree Barsanti,44677.72883,Promapp,"AB Equipment are trying to reduce their costs on Promapp. Looking at whether they are using Risk Module correctly, and what it's capabilities are. Justifying spend and showcasing the things they didn't know they had.",THat the Risk module is worth their current spend (which is low),,FALSE,FALSE,Remote,FALSE,FALSE,John Forsdick,FALSE
614,Discovery & Qualification Assistance,Nation Trust,Ranjit Ramachandran,44677.00273, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Evelyn Wah,
613,Discovery & Qualification Assistance,MNRB Holdings Berhad,Ranjit Ramachandran,44676.99811, Promapp,,,,,,Remote,FALSE,,Evelyn Wah,
612,Demo Request,David Jones,Thomas Kohlenbach,44676.90674,Promapp,"Valerie has used Promapp before and see a strong need for it. Inconsistent process mapping held in various formats, need to understand where the areas for transformation are, CFO values process management and is sponsoring this. Likes the fact that Promapp is end user focussed and everyone can use it which is important. She is building out the team that will oversee process management.

To be used in operations initially as opposed to store processes. Finance and Supply chain initially.

Immature BPM currently","- Standard demo of Promapp
- Ease of use over tools like Visio
- Supply Chain and Finance processes (CFO will be on the call) as a main use case
- Identifying areas for cost reduction and improvement, transformation",,FALSE,FALSE,,FALSE,FALSE,Rufus OBrien,FALSE
611,Demo Request,Interface Rail Engineering,Chris Ben,44676.76454,Nintex Workflow Cloud,"Have experience exponential growth and can no longer manage tender request with the lack of employees as well as the manual and timely effort it is to respond to the task. At a Macro level, the organisation has very little processes mapped and understand they need to begin a journey of process improvement, efficiency and automation. They tried to do this themselves over the past 2 years and it has become evident that it is overwhelming, therefore have hired a new Manager of CI and are looking at Process management and automation","I would like to show to them their Proposal Generation Process in both Promapp and in NWC, showing them how we can map this showing accountability and also how we can take away the mundane tasks currently performed by management in this process. I understand that this is light on, however we can setup a session to dig deeper with the CI Manager","SharePoint and Teams, no CRM currently",FALSE,FALSE,,FALSE,FALSE,Raffaele Malvaso,FALSE
610,Discovery & Qualification Assistance,L3 Harris Technology,Thomas Kohlenbach,44672.79553, Promapp,,,,,,Remote,FALSE,,Ian Newark,
609,Demo Request,Lactalis Australia,Barry Cairns,44671.99876,Nintex Workflow Cloud,"Adobe sign compete

recently signed up as NWC customer. Wants to see if experience of ASign in NWC from admin side.

USE CASE: sending contracts out to farmers across the country",quick demo for example a contract attached to  a WF that needs to be esigned,legal software - Plexus,FALSE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
608,Demo Request,Avepoint Singapore Pte Ltd,Ranjit Ramachandran,44671.86046,Nintex Workflow Cloud,Partner Sales and Technical Enablement session covering Nintex Process Platform,,,TRUE,TRUE,Remote,FALSE,TRUE,Evelyn Wah,FALSE
607,Demo Request,HELP Enterprises,Bree Barsanti,44670.01788,,"Current processes static, VISIO/word.

Steve is new to his role and was about to start on making Visio diagrams to capture their business processes. ELT support him looking at Promapp.

They are a diverse NFP enterprise servicing many different areas (1000 staff, 6 offices, majority of staff are in the field) and they need more streamlined processes.","The “lifecycle” diagram is the top level, and the other diagrams are at a lower level but not electronically linked.","Docs stored in SharePoint/ Docusign/ M365.
They have a need not only to capture and map processes, but also to use a system that has a compatible formatting to create workflows down the track.",FALSE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
606,Discovery & Qualification Assistance,Herbert Smith Freehills,Barry Cairns,44664.82597, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Ian Newark,
605,Demo Request,XY Sense,Chris Ben,44664.7983,Drawloop (DocGen for Salesforce),Want to automate docgen in SFDC,"Demo of Manual Drawloop functionality, showcase how we leverage templates, set up rules and tag up a document, then click a button to generate, hoping for demo on Wednesday",No,TRUE,FALSE,,FALSE,FALSE,Raffaele Malvaso,FALSE
604,Discovery & Qualification Assistance,FujiFilm Hong Kong,Ranjit Ramachandran,44664.15288, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Rachel Lim,
603,Demo Request,City of Stonnington,Thomas Kohlenbach,44663.70642,Promapp,"Main Contact has come from another council that has utilised Nintex Promapp, she has just hired 2 new BA's that have started and are looking for a deep dive into Promapp",Standard functional demonstration with a deeper dive into technical side as well as Risk module. Demo set for 10.30am Thursday the 21st,NA,FALSE,FALSE,Remote,FALSE,FALSE,Raffaele Malvaso,FALSE
602,Proceed to Custom Demo,Smiths Detection,Bree Barsanti,44663.63192,Promapp,"Looking to demostrate to wider stakeholders, in particular Finance on some key areas.  Drove value of BPM in pipeline of automation work and asked for more specific requirements: 

As discussed, here are some common major pain-points experienced by Finance and OTI together, as follows:

1)	Match off the SAP invoices to the Manual invoices. Reconcile the payments.
2)	Find the correct or current customer contact person who is responsible approve the PO or invoice. (Email and phone no)
3)	Credit or invoice write off agreed by sales but not processed in SAP. Therefore, invoices still showing outstanding
4)	Some invoices were not correctly uploaded in the Invoice portal that customer required.
5)	Example: AUpost and Startrack invoices they were entered under same customer no. Invoices need to be manual sent by OTI to different email address and quote different PO no.
6)	Sometimes the correct PO no was not indicated on the invoice, therefore invoice got rejected.
7)	Legal issues caused by the customer paid via 3rd party or interbank causing potential money laundering concern.
8)	Different plant no (SAP auto split line items)
9)	Different routing no ( SAP auto split line items )
10)	Different service contract no attached to sales order ( SAP auto split line items)

Whereas, customer issue One PO, some of customer are prefer one invoice to match one PO.  For the customer, it is confusing if we issue multiple invoices for their PO. Therefore, for the convenience or contract requirement of the customer, we manually invoice as per milestones. I have attached some process flowcharts that can help you better understand how some core activities occur within the business related to AR and sale of service maintenance contracts.

*** waiting on dates to be confirmed for demo**

Bree:  to do Accounts Receivable conversion to Promapp","A journey of moving forward with Nintex from BPM to simple automation to more complex.  I'd expect we would use NWC, RPA and Promapp then move to a bit of K2 for more complex SAP integrations.",Key is SAP,FALSE,FALSE,Remote,FALSE,TRUE,Ian Newark,TRUE
601,Demo Request,ICON Group,Thomas Kohlenbach,44662.79572,Promapp,"Guided Demo w/ TK
Support in china (variation m'ment)",hosting in shanghai,,FALSE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
600,Discovery & Qualification Assistance,Blacktown City Council,Chris Ben,44662.58833, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Bradley Davidson,
599,Discovery & Qualification Assistance,Citywide Service Solutions,Barry Cairns,44661.94219, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Rufus OBrien,
598,Demo Request,Allroads QLD,Chris Ben,44661.70116,Nintex Workflow Cloud,"Allroads is looking to manage their Cost Capturing processes as it is currently MANUAL. There are staff on site capturing data on sheets and then manually updating that information into systems that feed back to their finance systems, to capture costs correctly.

Will fwd supporting material to assigned SE.",*I have an email with the WF instructions supporting material to fwd to the SE :),ERP - JobPack.,TRUE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
597,Proceed to Custom Demo,Malaysia Airports,Ranjit Ramachandran,44658.98006,NWC,Manual process at the moment to get approvals internally,"Ease of use, e-signature capabilities, routing for approvals",None at the moment,TRUE,TRUE,Remote,FALSE,FALSE,Evelyn Wah,FALSE
596,Demo Request,Arthur J Gallagher,Bree Barsanti,44657.83984,Promapp,"Customer would like a generic Promapp demo, however she will be sending me a process that I will forward so we can use it for the demo",,,FALSE,FALSE,Remote,FALSE,FALSE,Rabih Khatib,FALSE
595,Discovery & Qualification Assistance,Malaysia Airports,Ranjit Ramachandran,44657.73889, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Evelyn Wah,
594,Demo Request,"Ningbo Longson Garments Co., Ltd.",Thomas Kohlenbach,44657.18515,Promapp,"They have already started a project and now they are looking for a tool to map processes. Paul has used Promapp in his previous organization and is pushing it to the China team.

Resubmitting tech win for this opportunity to seek help for custom demo with Thomas.","Latest requirement from customer (Paul):

As part of the presentation, please include in the demonstration for Thomas to explain how he built out the process flow in Promapp using Levelling, as well we would like to see in this demonstration the following.   I know this was discussed at a very high level during the initial presentation but a breakdown of this discussion during the new presentation would be extremely helpful to some of the team members.
1.	Creating a process
a.	Process Name
b.	Introduction: This section may include background information, describe the purpose of the process, and explain the process scope. A scope statement can include both what is and is not included in a process. You may also choose to include an applicability matrix for a quick, visual guide to the process scope and roles involved.
c.	Process Inputs: Identify what input or need triggers the start of the process.
d.	Process Boundaries: Define clear parameters for where a process begins and ends.
e.	Process Flow: Use a flowchart or list all of the tasks involved in a process and their organization. Providing a visual illustration of the steps in a process can help readers quickly understand how it flows from start to finish.
f.	Process Outputs: This may be an actual product or less tangible result, but all processes have a purpose that they are designed to achieve. An output may actually be outside of the defined boundaries of a process, but knowing the expected outcome is relevant to understanding a process.
g.	Exceptions: Outline the exception management process, which is how exceptions to the normal process flow will be handled when they arise.
h.	Roles and Responsibilities: Multiple people may be responsible for carrying out different aspects of a business process. Include a list all of the roles and their associated responsibilities so that it’s clear who to contact when a problem occurs or a change needs to be implemented. Some process documents include a decision matrix to illustrate who can make decisions about different elements of a process.
i.	Process Approval: Outline procedures for reviewing, revising, and approving process documents.
2.	Variant Flow – Copy existing and set up variant for Chinese Language
3.	Explain Roles and Responsibilities in Promapp
4.	Cycle Costing – explain how Longson can use this tool to validate cycle cost of As-Is Processes against To-Be processes
5.	Explain the dashboard and how Leaders and IT can utilize this and how end users can use this to communicate details about the process to process responsible
6.	Reporting from Promapp",Teams and SharePoint,TRUE,FALSE,Remote,FALSE,TRUE,Rachel Lim,FALSE
593,Demo Request,Dalmia Cement,Ranjit Ramachandran,44655.98786,Nintex Workflow Cloud,Low code platform,Ease of use when building processes,,TRUE,TRUE,Remote,TRUE,FALSE,Evelyn Wah,FALSE
592,Proceed to Custom Demo,Natural Resources Access Regulator,Bree Barsanti,44655.80763,Promapp,"Massive Digital Transformation initiative in play.  Using Hollocentric for QMS and BPM and it isn't working - in particular as the team who built this up have almost all left.  Team engagement is really poor with Hollocentric.  Key stakeholder is mapping out current state big picture next week.  We are taking her through a managed trial / demo to help support this after they workshop big data flows. Also using CIRAM - by Bay Tech which is about to be shelfed so they need to migrate ASAP to a BPM and compliance tool. 


A couple of business cases for Automation:
1. Investigators out on site recording multi-media evidence and then collating into a system.  This isn't being recorded well and they need factual data like when / time it was recorded to use in court for prosecution. 
2. App created in Power Automate:  Helps teams work out the best way to get to different site locations in a  day...


Client detailed: Attached is the presentation about the spatial app.  No worries if that is not our sort of thing.  Of much more interest is the evidence gathering, the investigation process (turning that evidence into a brief which seems to me to be a very clearand strict process but which we have a belief that we need very specialised software for) replacing Holocentric, and bringing our processes to life.  The main contender if you want to have a look at it is Comtrac (because they specialise in legal investigation process and have a very strong sense of access control and security) and Pega (because it is in the department).  

I will send you the information about those things as soon as possible. This is a really interesting bunch of work and it sounds like our timing will be perfect.

Can you remind me what police you said you had worked with?  Our legal/investigation team (mostly ex crown solicitors and cops) a very top priority here and they are very compromised by our current systems.  They arent very technical and they feel very much not properly understood so if I could tell them that Nintex has worked successfully wiht a police organisation that would buy us a huge amount of confidence. 

The key problem is that they gather evidence and there is a delay while it sits in various places (mostly on carry around hard drives) until they can get itno the office to transfer it to Sharepoint.  The 2 major complications are that the guys are often in the field and working on their mobile hotspot or no internet connection at all until they get back to the office, and secondly they are often working with very large files (the other day they had a 14GB video file).",Promapp as a live repository of process / continuous improvement and meeting compliance requirements to replace https://www.baytech.com.au/ciram as they are stopping development.,"They'll use Promapp to help refine this over time.

Could also be a K2 / NWC / RPA opp - we will define as we gather requirement documents from them over the next couple of days.",FALSE,TRUE,Remote,FALSE,FALSE,Jesse Fallowfield,TRUE
591,Discovery & Qualification Assistance,Natural Resources Access Regulator,Bree Barsanti,44655.78049, Promapp,,,,,,Remote,FALSE,,Jesse Fallowfield,
590,Demo Request,Jape Group,Barry Cairns,44654.96564,Nintex Workflow Cloud,"Doc Gen + Workflow + Esign

Need a solution to automate time-intensive admin tasks such as 
o   Time sheets for employees
o   Minor expense approval processes, such as for travel reimbursement or office supplies
o   COVID/Leave request approval or CV19 return to work date to manage rosters
Manual forms (3-4 paper forms) need to be digitized to reduce errors / rework

The employee details form is the one that is filled out by the employee on the first day. Then there are two checklists that are ticked off by the HR manager which is done during the induction in the morning of the first day they start. But if some of this stuff could be done prior to them coming it would save us a lot of time.","1.	Uploading an existing form and then get converted into a digital one with the fields auto-detected.
2.	Onboarding workflow with the forms attached
3.	Recruitment workflow (based on the recruitment process attached). 

Can we setup automated calendar reminders to tasks? ie. 1,3,6 month probation meeting reminders to send to managers to review.

Would like to be able to see status of documents (pending/signed) etc","No cloud infrastructure currently in place (Local File server, MS, Office)
Open to hybrid and cloud infra",FALSE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
589,Proceed to Custom Demo,"Ningbo Longson Garments Co., Ltd",Ranjit Ramachandran,44654.91002,Promapp,"Caller is the IT head of China office - garment manufacturing company. Sales office in US and AUS, China focus on manufacturing, budget to be billed to China office.
Just started a process documentation project and looking for a process management system to improve on the way they document and streamline their processes.

Processes they wants to better manage:
- Manufacturing (China)
- Product development (China)
- Logistics (China)
- Warehouse Management (China)
- Sales (AUS/US)
Ideally wants Promapp to be able to work in China, Aus, US in a single platform. Ok with cloud based
Using Sharepoint cloud

Currently their processes are not systematic, not documented properly. They are currently using Microsoft Visio to draw out their process diagram/flowchart but they want Promapp to compliment Visio in the management of the processes. Currently their IT teams are the one that are drawing the process mapping and wants a low/no code platform so that business users could do up the process mapping in future.","Wants to implement swiftly, they already have their processes mapped out in Visio. If not able to implement fast enough, they may not need the solutions anymore.
Wants to know how fast is the implementation and how easy it is to setup.",,FALSE,FALSE,Remote,FALSE,FALSE,Rachel Lim,FALSE
588,Discovery & Qualification Assistance,"Ningbo Longson Garments Co., Ltd",Ranjit Ramachandran,44654.88814, Promapp,,,,,,Remote,FALSE,,Rachel Lim,
587,Demo Request,UOB Asset Management,Ranjit Ramachandran,44654.79935,Nintex SharePoint Online (O365),Nintex Process Platform Standard Demo,Integration with Sharepoint Online,Integration with Sharepoint Online,TRUE,TRUE,Remote,FALSE,FALSE,Evelyn Wah,FALSE
586,Discovery & Qualification Assistance,CEI Pte Ltd,Ranjit Ramachandran,44654.78182, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Evelyn Wah,
585,Discovery & Qualification Assistance,Smiths Detection,Bree Barsanti,44654.76822, Promapp,,,,,,Remote,FALSE,,Ian Newark,
584,Demo Request,Link group,Chris Ben,44654.72149,Nintex Workflow Cloud,I've been working with this client for a while - I haven't created an op yet as this is a demo/presentation for their automation team an I think having an SE run this would be very impactful -  they have a blue prism investment and Power Automate however understand the limitations around scaling and this is out chance to show them NWC ith a bit of promapp i think (using an IT project lens),,,TRUE,TRUE,Remote,FALSE,FALSE,Jesse Fallowfield,FALSE
583,Discovery & Qualification Assistance,MinterEllison,Bree Barsanti,44651.66883, Promapp,,,,,,Remote,TRUE,,Ian Newark,
582,Demo Request,Target Australia,Chris Ben,44649.9252,Nintex Workflow Cloud,"Target are looking to automate a number of in-store processes with excel sheets stored on sharepoint as the main base. I have attached a visio diagram of what they want to do.
Have used automations with Power Automate and don't like it.
Not that skilled an end user in terms of building out automation.","Ease of use with designer
Potential integration with their stock keeping system which we'll probably need to deep dive in a bit further","Sharepoint, Zebra?",FALSE,FALSE,,FALSE,TRUE,Rufus OBrien,FALSE
581,Demo Request,Lucas Drilling,Bree Barsanti,44649.70332,Promapp,"Risk & Compliance. Critical risks are currently only highlighted during audits. Require alerts to trigger and track actions including compliance actions, and escalations for Managers in the field (Rig managers).

Low Efficiency of processes: Needs to convert the PDF version of the process/flow into Promapp so it is Easier to consume. The documents that these staff refer to are updated every 3 months.

GM is keen to progress with the demo and begin building the workflow. He is free on Wednesday 6th April morning 9am-10am if that works for you for the demo?",Highlight the operational risks that our crews & site personnel will be exposed to at certain parts of the process? User Acknowledgement via pop ups/prompts with our internal safety rules etc. Customer would like to incorporate safety culture into this in an interactive way where possible.,"Intranet is where users currently go for information (data dumped in one location for all projects which makes it difficult and time consuming to refer to process).
Cannot use devices underground - manual paperwork will be scanned and uploaded into a workflow by above ground rig managers.",TRUE,FALSE,Remote,FALSE,FALSE,Fab Allen,FALSE
580,Discovery & Qualification Assistance,Lucas Drilling,Barry Cairns,44645.15752, Nintex Workflow Cloud,,,,,,,FALSE,,Fab Allen,
579,Discovery & Qualification Assistance,Ceylon Cold Stores PLC,Ranjit Ramachandran,44645.01587, Nintex SharePoint Online (O365),,,,,,Remote,TRUE,,Evelyn Wah,
578,Demo Request,Ports of Auckland,Thomas Kohlenbach,44644.72186,Promapp,,,,FALSE,FALSE,Remote,FALSE,FALSE,Max Howells,FALSE
577,Proceed to Custom Demo,TADWA,Barry Cairns,44644.67063,NWC,"Customer wants to take their current HR process from Promapp and and automate this to help them become more efficient with the whole on-boarding process to make the experience for the new employee a more pleasant, whilst also ensuring it's more streamlined internally and ensures all boxes are ticked from the deployment of things like IT equipment and log ins to the various systems they will need to have access too. Tadwa are a business that want to be at the forefront of their technology and leading the way in their respective industry.","The ability to create a more digitized experience both internally and externally for new starters and their HR team to lower the burden of having to chase up starter packs and log ins for new staff.

Promapp Minimode link - https://au.promapp.com/tadwa/Process/Minimode/Permalink/HMnkPsb8wfjJ5z9DbTNBMb","Google Drive is their main source of Data repository a long with google sheets and forms which they currently use for some data capture. 

Other requirements from the customer have been sent to Barry in an E-mail already I wasn't able to share some of the documentation in the supporting docs field.",TRUE,TRUE,Remote,FALSE,FALSE,Alex Jones,FALSE
576,Demo Request,Toll Express,Chris Ben,44644.63282,Nintex Workflow Cloud,"Toll Express has been carved out from the wider business and is now privately owned by Alegro, therefore they have a lack of processes and have looked at utilising Promapp to bridge this gap. They have implemented SFDC and are looking for a client onboarding process through Salesforce utilising NWC.","Ability to show how NWC workflow kicks off with both a component workflow and form, full client onboarding experience, data comes through from form, creates new object in SFDC, generates a sales contract with either NWC DocGen or Drawloop, sends out for signing, comes back to store within salesforce. From here we can discuss how we can leverage our platform for other use cases.

They are looking for a presentation at one of these times:
-	5 April: 1130 – 1230
-	7 April: 1600 – 1700
-	8 April: 0900 – 1000","Salesforce, they also have SAP so K2 or RPA may be a future requirement",TRUE,FALSE,In Person,FALSE,FALSE,Raffaele Malvaso,FALSE
575,Demo Request,Slingshot,Barry Cairns,44643.95058,Nintex Workflow Cloud,Currently using NWC and RPA & considering adding AssureSign for documents produced by these processes,AssureSign ideally using data obtained via a bot and injected into a NWC process,,TRUE,FALSE,Remote,TRUE,TRUE,Ian Newark,FALSE
574,Discovery & Qualification Assistance,Mastersystem /  PIS,Ranjit Ramachandran,44643.00787, Nintex Workflow Cloud,,,,,,In Person,FALSE,,Andy Gunawan,
573,Discovery & Qualification Assistance,Indocyber,Ranjit Ramachandran,44643.00721, Nintex Workflow Cloud,,,,,,In Person,FALSE,,Andy Gunawan,
572,Discovery & Qualification Assistance,MII,Ranjit Ramachandran,44643.00706, Nintex Workflow Cloud,,,,,,In Person,TRUE,,Andy Gunawan,
571,Demo Request,Teachers Savings & Loans,Bree Barsanti,44642.97428,Promapp,"The Risk and Audit team would like to see a deep dive of the Risk and Compliance module. They current utilise Central bank standards, ISO standards - COSO, AMAL and CTF act for Papa New Guinea. KPMG currently audit - Risk & compliance would help with uniformity and visabliity.

Compliance and auditing is the main pain point, they are currently transferring into a commercial bank so proces governance and risk mitigation is a key criteria.",Risk control measures and functions witin the Promapp platform,,FALSE,FALSE,Remote,FALSE,FALSE,Alex Wilson,FALSE
570,Demo Request,Wynn Palace,Ranjit Ramachandran,44642.15396,Nintex Workflow Cloud,"WynnPalace is currently using SoftwareAG and has shortlisted the final 2 vendors – Nintex and Flex System (a HK company).

The IT execs has prior experience with Nintex on SharePoint. They would like to see Nintex demo from end users’ perspective. 
We will choose a use case and showcase Nintex Forms, workflow, RPA, DocGen and e-sign. 

The final outcome they are expecting is NWC with on-prem storage.","Points scoring items:
-	Dashboard where the IT executive can see what tasks are pending for their actions, which is something SoftwareAG fall short of
-	Reports available to management
-	Workflow approval delegation

One anticipated objection - 7 days' temporary file storage in a datacenter that is not in Hong Kong",,FALSE,FALSE,Remote,FALSE,FALSE,Rachel Lim,FALSE
569,Discovery & Qualification Assistance,"Shanghai Advanced Silicon Technology Co.,Ltd",Ranjit Ramachandran,44641.95536, K2 Five,,,,,,Remote,TRUE,,Rachel Lim,
568,Discovery & Qualification Assistance,City of Launceston,Thomas Kohlenbach,44641.88821, Promapp,,,,,,Remote,FALSE,,Rufus OBrien,
567,Discovery & Qualification Assistance,Protiviti Hong Kong,Ranjit Ramachandran,44641.79022, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Rachel Lim,
566,Demo Request,MBIE,Bree Barsanti,44640.9322,Promapp,interested in your Onboarding Training add-on. Read up on it and can see benefits in having a way to track staff competency being an ISO9001 requirement.,That all Promasters in different areas of MBIE would be happy to invest in it (as the cost will be split),"No, just the Training Module.",FALSE,FALSE,Remote,FALSE,FALSE,John Forsdick,FALSE
565,Discovery & Qualification Assistance,Toyota Finance,Chris Ben,44640.88544, AssureSign,,,,,,,FALSE,,John Forsdick,
564,Discovery & Qualification Assistance,Turner & Townsend,Bree Barsanti,44640.67807, Promapp,,,,,,Remote,TRUE,,Fab Allen,
563,Discovery & Qualification Assistance,Mitchell Shire,Bree Barsanti,44640.64396, Promapp,,,,,,Remote,FALSE,,Rufus OBrien,
562,Demo Request,Binus University Indonesia,Thomas Kohlenbach,44639.16297,Promapp,"Mr Bachtiar is tasked to Map all the processes in Binus and combine with QPR that they have at the moment.

we need to show Promapp value in complementing their QPR diagram (attached). since Bachtiar is a very process centric person then I think would be good for Thomas to involve on this demo","Must be able to complement process modeling that they have, level 0-5

Risk and Process improvement module",QPR software,FALSE,FALSE,Remote,FALSE,FALSE,Andy Gunawan,FALSE
561,Discovery & Qualification Assistance,Affinity Education Group,Barry Cairns,44637.7111, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Alex Jones,
560,Discovery & Qualification Assistance,TADWA,Barry Cairns,44637.67653, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Alex Jones,
559,Proceed to Custom Demo,SCEGS Darlinghurst,Barry Cairns,44634.79584,NWC,"SEGS has a need to automate many forms, connect via RPA to their SAS plus create and sign documents.","forms, WF, docgen, esign & RPA",,TRUE,FALSE,Remote,TRUE,TRUE,Ian Newark,FALSE
558,Discovery & Qualification Assistance,MGF Sourcing Far East Limited,Ranjit Ramachandran,44634.04939, Nintex Workflow Cloud,,,,,,Remote,FALSE,,Rachel Lim,
557,Discovery & Qualification Assistance,Tuan Sing Holdings Limited,Ranjit Ramachandran,44633.96007, Nintex Workflow Cloud,,,,,,Remote,TRUE,,Evelyn Wah,
556,Demo Request,OZbroker,Chris Ellis,44630.73084,Nintex Workflow Cloud,"they have many different technologies all sitting on salesforce and they are not meeting requirements and cost a lot of money and a lot of developer work. 

Initial request wsa around doc automation and eisgn in SF.com (they have looked at Conga and docusign), next they want a capable forms and collaboration solution for customer engagement and internal processes",,"Salesforce, google docs",TRUE,TRUE,Remote,FALSE,FALSE,Jesse FallowfieldFallowfield,FALSE
